Name,Lat,Lon
全聯新化忠孝店站,23.036851,120.300611
Gogoro 西屯台灣大道門市站,24.181101,120.619968
台北捷運芝山站A,25.101371,121.522685
中油車子路加油站A,24.957271,121.504124
全聯太平樹德店站,24.154161,120.71185
台灣聯通日月潭中興場站B,23.865651,120.911843
新北市樹林國民運動中心站B,25.004075,121.423534
中油竹林加油站,24.764484,121.085644
UNIQLO 高雄楠梓店站B,22.724607,120.290217
7-ELEVEN 漁人店站,23.458102,120.150017
全聯泰山全興店站,25.057218,121.433825
大全聯中壢店站D,24.955348,121.23643
宜蘭縣五結鄉農會利澤辦事處站,24.667267,121.821919
家樂福五甲店站,22.597134,120.336313
7-ELEVEN 興中店站,23.929177,120.698222
全聯林口麗都店站A,25.070357,121.367358
7-ELEVEN 益慶店站B,22.639582,120.418903
臺北植物園站C,25.030803,121.509277
仁德郵局站,22.969733,120.252391
台北捷運明德站A,25.108937,121.519588
啄木鳥藥局埔里店站B,23.969633,120.954026
臺中市大肚地下停車場站B,24.151516,120.546592
全聯竹南公義店站B,24.7121,120.901483
Gogoro 楊梅中山門市站B,24.907454,121.147083
全家台中萬代福店站A,24.146474,120.679971
中油欣欣加油站D,24.981669,121.518564
新竹市果菜市場停車場站B,24.814044,120.976465
中油金泉加油站,24.837243,121.786558
康是美桂林藥局店站A,22.581954,120.355015
全聯台中大鵬店站B,24.177976,120.663708
家樂福蘆洲店B1F站,25.087527,121.486609
新北市浮洲橋下站(機車區)B,24.998638,121.441759
全聯台中國光店站A,24.102065,120.682279
屏東車城風車站,22.06913,120.713596
愛買三重店站B,25.071251,121.476351
臺北市榮星公園站B,25.062499,121.540224
家樂福便利購太平環中店站B,24.149201,120.715629
全家太平普拉斯店站B,24.154344,120.733765
第一銀行草屯分行站A,23.976607,120.684366
台南市北區文賢路365巷停車場站,23.007961,120.193204
臺中市龍泉市場站B,24.19306,120.54769
屏東市國民運動中心站B,22.67763,120.499448
中油台中中正加油站,24.252833,120.537737
中油日清加油站,24.78783,121.06432
全聯永康永大店站B,23.028514,120.260766
車麗屋高雄鳳山店站,22.616364,120.353759
台北捷運民權西路站A,25.061228,121.519983
中油北關加油站,24.905401,121.870417
中油嘉保加油站B,23.459116,120.299542
中油鳳仁加油站,22.69497,120.348399
全聯岡山岡燕店站A,22.791352,120.306956
大道停6停車場站B,23.00949,120.21622
台南市北區東興路口站A,22.99965,120.22929
中油萬丹加油站B,22.59317,120.488713
寶雅高雄路竹店站A,22.852894,120.26143
美濃中興路站,22.886357,120.529578
藏壽司三重捷運路店站A,25.056653,121.486299
全聯鳳山頂豐店站,22.585956,120.356388
全聯新營民生店站,23.31157,120.307183
臺中市太平地政事務所廣場站B,24.146602,120.726229
中油明泓加油站,25.009785,121.138858
新北市鴨母港平面停車場站,25.082565,121.4558
7-ELEVEN 三中店站A,24.158891,120.661351
永新社區停車場站,23.058862,120.296103
全聯埔里中正店站A,23.972309,120.96314
新北市樹林區公所站B,24.989855,121.424804
全家霧峰朝科大店站,24.074542,120.714772
中油豐濱加油站,23.602346,121.520327
全家八德櫻花店站A,24.949073,121.319223
中油歸仁高鐵加油站,22.928959,120.277834
新北市新莊復興路一段站B,25.041977,121.447085
全家霧峰新六順店站,24.070718,120.703054
新北市智興立體停車場站A,25.064074,121.657203
臺北市中山公園站B,25.037804,121.559205
內湖運動中心站C,25.078288,121.576017
中油九如東寧加油站,22.720075,120.488893
竹北市農會站,24.838119,121.006304
全聯斗南中山店站B,23.674321,120.480816
7-ELEVEN 臻愛店站A,25.007303,121.316135
和雲台北永吉路停車場站C,25.042337,121.571125
台南市東區前鋒路停車場站B,22.992917,120.213164
臺中市社南里活動中心站A,24.243765,120.684652
南投埔里鎮公所站A,23.966754,120.969337
全聯永康中華店站B,23.012833,120.231287
全家大園田心店站,25.062827,121.194925
高雄市旗津復興社區站,22.605473,120.272907
